  548   34  20    6.049E-14 7.078E-14 7.906E-14 8.884E-14 1.001E-13 1.141E-13 1.304E-13 1.490E-13 1.698E-13 1.929E-13 2.184E-13 2.463E-13 4.206E-13 6.460E-13 1.195E-12 1.796E-12 2.394E-12 2.963E-12 3.495E-12 3.746E-12 3.989E-12 4.449E-12 4.877E-12 7.999E-12 9.733E-12
  549   34  21    1.036E-13 1.213E-13 1.356E-13 1.522E-13 1.709E-13 1.937E-13 2.200E-13 2.495E-13 2.821E-13 3.177E-13 3.562E-13 3.978E-13 6.449E-13 9.418E-13 1.602E-12 2.266E-12 2.891E-12 3.470E-12 4.007E-12 4.262E-12 4.510E-12 4.986E-12 5.441E-12 9.359E-12 1.208E-11
  550   34  22    1.978E-13 2.317E-13 2.593E-13 2.906E-13 3.251E-13 3.664E-13 4.136E-13 4.659E-13 5.230E-13 5.848E-13 6.511E-13 7.217E-13 1.130E-12 1.605E-12 2.620E-12 3.602E-12 4.493E-12 5.286E-12 5.991E-12 6.314E-12 6.619E-12 7.186E-12 7.700E-12 1.127E-11 1.320E-11
  551   34  23    3.147E-13 3.687E-13 4.130E-13 4.623E-13 5.155E-13 5.782E-13 6.486E-13 7.252E-13 8.074E-13 8.945E-13 9.861E-13 1.082E-12 1.607E-12 2.167E-12 3.265E-12 4.260E-12 5.156E-12 5.977E-12 6.745E-12 7.114E-12 7.474E-12 8.174E-12 8.851E-12 1.463E-11 1.832E-11
  552   34  24    5.967E-13 6.997E-13 7.844E-13 8.758E-13 9.708E-13 1.080E-12 1.202E-12 1.332E-12 1.471E-12 1.616E-12 1.767E-12 1.924E-12 2.761E-12 3.630E-12 5.267E-12 6.664E-12 7.824E-12 8.792E-12 9.612E-12 9.978E-12 1.032E-11 1.095E-11 1.151E-11 1.542E-11 1.758E-11
  553   34  25    8.904E-13 1.044E-12 1.172E-12 1.308E-12 1.447E-12 1.606E-12 1.778E-12 1.959E-12 2.147E-12 2.341E-12 2.538E-12 2.738E-12 3.748E-12 4.721E-12 6.453E-12 7.948E-12 9.298E-12 1.056E-11 1.177E-11 1.235E-11 1.292E-11 1.404E-11 1.511E-11 2.354E-11 2.817E-11
  554   34  26    1.651E-12 1.939E-12 2.177E-12 2.419E-12 2.649E-12 2.903E-12 3.173E-12 3.452E-12 3.737E-12 4.025E-12 4.316E-12 4.607E-12 6.034E-12 7.345E-12 9.511E-12 1.115E-11 1.241E-11 1.341E-11 1.425E-11 1.462E-11 1.497E-11 1.562E-11 1.621E-11 2.071E-11 2.333E-11
  555   34  27    2.449E-12 2.870E-12 3.230E-12 3.598E-12 3.947E-12 4.328E-12 4.729E-12 5.138E-12 5.548E-12 5.957E-12 6.362E-12 6.762E-12 8.659E-12 1.036E-11 1.330E-11 1.583E-11 1.811E-11 2.023E-11 2.220E-11 2.314E-11 2.404E-11 2.576E-11 2.735E-11 3.838E-11 4.328E-11
  556   34  28    4.123E-12 4.855E-12 5.464E-12 6.023E-12 6.494E-12 6.976E-12 7.458E-12 7.930E-12 8.387E-12 8.828E-12 9.252E-12 9.660E-12 1.145E-11 1.289E-11 1.501E-11 1.655E-11 1.779E-11 1.886E-11 1.983E-11 2.028E-11 2.073E-11 2.157E-11 2.238E-11 2.886E-11 3.258E-11
  557   34  29    7.073E-12 8.294E-12 9.364E-12 1.039E-11 1.128E-11 1.220E-11 1.314E-11 1.406E-11 1.496E-11 1.584E-11 1.669E-11 1.751E-11 2.122E-11 2.443E-11 2.981E-11 3.426E-11 3.805E-11 4.131E-11 4.416E-11 4.545E-11 4.665E-11 4.885E-11 5.080E-11 6.202E-11 6.539E-11
  558   34  30    9.161E-12 1.084E-11 1.222E-11 1.332E-11 1.405E-11 1.471E-11 1.530E-11 1.582E-11 1.627E-11 1.667E-11 1.703E-11 1.734E-11 1.856E-11 1.951E-11 2.131E-11 2.324E-11 2.525E-11 2.727E-11 2.922E-11 3.017E-11 3.109E-11 3.287E-11 3.454E-11 4.686E-11 5.321E-11
  559   34  31    2.316E-11 2.728E-11 3.093E-11 3.404E-11 3.632E-11 3.850E-11 4.059E-11 4.259E-11 4.447E-11 4.624E-11 4.790E-11 4.947E-11 5.618E-11 6.151E-11 6.961E-11 7.554E-11 8.005E-11 8.357E-11 8.635E-11 8.751E-11 8.855E-11 9.031E-11 9.173E-11 9.663E-11 9.475E-11
  560   34  32    2.165E-11 2.573E-11 2.916E-11 3.134E-11 3.231E-11 3.298E-11 3.348E-11 3.385E-11 3.413E-11 3.436E-11 3.458E-11 3.479E-11 3.629E-11 3.872E-11 4.537E-11 5.277E-11 5.990E-11 6.644E-11 7.228E-11 7.496E-11 7.748E-11 8.209E-11 8.619E-11 1.110E-10 1.207E-10
  561   34  33    9.260E-11 1.115E-10 1.275E-10 1.376E-10 1.419E-10 1.449E-10 1.474E-10 1.493E-10 1.510E-10 1.523E-10 1.535E-10 1.545E-10 1.575E-10 1.589E-10 1.597E-10 1.597E-10 1.595E-10 1.592E-10 1.586E-10 1.582E-10 1.578E-10 1.568E-10 1.556E-10 1.413E-10 1.279E-10
  562   35   1    2.306E-21 2.580E-21 2.812E-21 3.190E-21 3.748E-21 4.546E-21 5.641E-21 7.126E-21 9.136E-21 1.186E-20 1.553E-20 2.049E-20 8.371E-20 3.153E-19 2.946E-18 1.663E-17 6.408E-17 1.855E-16 4.333E-16 6.211E-16 8.594E-16 1.506E-15 2.398E-15 2.318E-14 4.891E-14
  563   35   2    1.027E-20 1.153E-20 1.258E-20 1.427E-20 1.674E-20 2.027E-20 2.509E-20 3.158E-20 4.032E-20 5.206E-20 6.783E-20 8.892E-20 3.511E-19 1.277E-18 1.122E-17 6.032E-17 2.237E-16 6.286E-16 1.435E-15 2.038E-15 2.797E-15 4.837E-15 7.629E-15 7.103E-14 1.486E-13
  564   35   3    3.194E-20 3.597E-20 3.932E-20 4.461E-20 5.226E-20 6.310E-20 7.781E-20 9.750E-20 1.238E-19 1.588E-19 2.053E-19 2.670E-19 1.006E-18 3.483E-18 2.798E-17 1.397E-16 4.875E-16 1.305E-15 2.866E-15 4.007E-15 5.423E-15 9.162E-15 1.419E-14 1.232E-13 2.535E-13
  565   35   4    9.181E-20 1.038E-19 1.136E-19 1.289E-19 1.508E-19 1.816E-19 2.231E-19 2.782E-19 3.511E-19 4.474E-19 5.742E-19 7.405E-19 2.660E-18 8.754E-18 6.397E-17 2.946E-16 9.604E-16 2.431E-15 5.103E-15 6.998E-15 9.312E-15 1.529E-14 2.315E-14 1.829E-13 3.676E-13
  566   35   5    2.513E-19 2.850E-19 3.126E-19 3.545E-19 4.140E-19 4.972E-19 6.087E-19 7.555E-19 9.482E-19 1.200E-18 1.529E-18 1.956E-18 6.705E-18 2.100E-17 1.398E-16 5.937E-16 1.808E-15 4.323E-15 8.656E-15 1.163E-14 1.520E-14 2.420E-14 3.574E-14 2.531E-13 4.948E-13
  567   35   6    6.608E-19 7.522E-19 8.262E-19 9.368E-19 1.092E-18 1.308E-18 1.596E-18 1.971E-18 2.460E-18 3.095E-18 3.914E-18 4.966E-18 1.626E-17 4.851E-17 2.946E-16 1.157E-15 3.296E-15 7.456E-15 1.426E-14 1.880E-14 2.413E-14 3.726E-14 5.364E-14 3.376E-13 6.373E-13
  568   35   7    1.681E-18 1.919E-18 2.112E-18 2.394E-18 2.786E-18 3.328E-18 4.044E-18 4.974E-18 6.173E-18 7.714E-18 9.685E-18 1.219E-17 3.817E-17 1.085E-16 6.025E-16 2.190E-15 5.850E-15 1.254E-14 2.295E-14 2.968E-14 3.745E-14 5.609E-14 7.875E-14 4.402E-13 8.044E-13
  569   35   8    4.147E-18 4.749E-18 5.232E-18 5.929E-18 6.889E-18 8.207E-18 9.936E-18 1.216E-17 1.501E-17 1.864E-17 2.324E-17 2.903E-17 8.689E-17 2.356E-16 1.197E-15 4.035E-15 1.013E-14 2.063E-14 3.622E-14 4.600E-14 5.710E-14 8.314E-14 1.140E-13 5.639E-13 9.887E-13
  570   35   9    9.961E-18 1.144E-17 1.262E-17 1.430E-17 1.659E-17 1.970E-17 2.376E-17 2.896E-17 3.554E-17 4.384E-17 5.426E-17 6.727E-17 1.926E-16 4.985E-16 2.321E-15 7.267E-15 1.716E-14 3.326E-14 5.608E-14 7.000E-14 8.553E-14 1.211E-13 1.622E-13 7.177E-13 1.219E-12
  571   35  10    2.328E-17 2.681E-17 2.962E-17 3.354E-17 3.884E-17 4.600E-17 5.527E-17 6.703E-17 8.180E-17 1.003E-16 1.232E-16 1.516E-16 4.154E-16 1.026E-15 4.384E-15 1.277E-14 2.843E-14 5.257E-14 8.535E-14 1.048E-13 1.262E-13 1.741E-13 2.281E-13 8.962E-13 1.456E-12
  572   35  11    5.322E-17 6.142E-17 6.794E-17 7.693E-17 8.891E-17 1.050E-16 1.257E-16 1.517E-16 1.841E-16 2.242E-16 2.735E-16 3.339E-16 8.761E-16 2.068E-15 8.117E-15 2.202E-14 4.632E-14 8.181E-14 1.280E-13 1.547E-13 1.835E-13 2.470E-13 3.168E-13 1.129E-12 1.787E-12
  573   35  12    1.184E-16 1.370E-16 1.517E-16 1.717E-16 1.980E-16 2.332E-16 2.780E-16 3.338E-16 4.027E-16 4.873E-16 5.903E-16 7.150E-16 1.796E-15 4.049E-15 1.462E-14 3.702E-14 7.369E-14 1.246E-13 1.882E-13 2.241E-13 2.623E-13 3.446E-13 4.329E-13 1.376E-12 2.083E-12
  574   35  13    2.587E-16 2.999E-16 3.325E-16 3.762E-16 4.330E-16 5.084E-16 6.036E-16 7.213E-16 8.653E-16 1.040E-15 1.251E-15 1.504E-15 3.619E-15 7.804E-15 2.597E-14 6.153E-14 1.161E-13 1.882E-13 2.748E-13 3.226E-13 3.727E-13 4.787E-13 5.903E-13 1.731E-12 2.569E-12
  575   35  14    5.489E-16 6.374E-16 7.075E-16 8.000E-16 9.188E-16 1.075E-15 1.271E-15 1.511E-15 1.801E-15 2.151E-15 2.568E-15 3.063E-15 7.054E-15 1.454E-14 4.461E-14 9.893E-14 1.773E-13 2.760E-13 3.901E-13 4.514E-13 5.148E-13 6.462E-13 7.814E-13 2.055E-12 2.932E-12
  576   35  15    1.150E-15 1.338E-15 1.487E-15 1.681E-15 1.926E-15 2.247E-15 2.645E-15 3.128E-15 3.709E-15 4.399E-15 5.215E-15 6.173E-15 1.363E-14 2.691E-14 7.641E-14 1.593E-13 2.720E-13 4.076E-13 5.590E-13 6.387E-13 7.203E-13 8.871E-13 1.056E-12 2.607E-12 3.650E-12
  577   35  16    2.325E-15 2.709E-15 3.014E-15 3.403E-15 3.890E-15 4.520E-15 5.296E-15 6.229E-15 7.337E-15 8.642E-15 1.017E-14 1.194E-14 2.521E-14 4.758E-14 1.246E-13 2.438E-13 3.964E-13 5.715E-13 7.598E-13 8.566E-13 9.541E-13 1.150E-12 1.343E-12 3.006E-12 4.106E-12
  578   35  17    4.695E-15 5.478E-15 6.100E-15 6.885E-15 7.854E-15 9.095E-15 1.061E-14 1.242E-14 1.454E-14 1.701E-14 1.987E-14 2.315E-14 4.693E-14 8.502E-14 2.073E-13 3.834E-13 5.973E-13 8.335E-13 1.081E-12 1.206E-12 1.331E-12 1.579E-12 1.823E-12 3.867E-12 5.141E-12
  579   35  18    9.016E-15 1.053E-14 1.174E-14 1.323E-14 1.505E-14 1.735E-14 2.014E-14 2.342E-14 2.723E-14 3.162E-14 3.664E-14 4.232E-14 8.195E-14 1.418E-13 3.190E-13 5.542E-13 8.226E-13 1.105E-12 1.390E-12 1.531E-12 1.670E-12 1.942E-12 2.203E-12 4.347E-12 5.783E-12
  580   35  19    1.765E-14 2.063E-14 2.302E-14 2.594E-14 2.943E-14 3.382E-14 3.907E-14 4.519E-14 5.224E-14 6.026E-14 6.933E-14 7.950E-14 1.480E-13 2.467E-13 5.212E-13 8.638E-13 1.238E-12 1.620E-12 1.998E-12 2.182E-12 2.363E-12 2.713E-12 3.048E-12 5.651E-12 7.170E-12
  581   35  20    3.198E-14 3.742E-14 4.178E-14 4.702E-14 5.317E-14 6.080E-14 6.982E-14 8.021E-14 9.201E-14 1.053E-13 1.201E-13 1.364E-13 2.420E-13 3.846E-13 7.492E-13 1.167E-12 1.595E-12 2.013E-12 2.412E-12 2.604E-12 2.790E-12 3.148E-12 3.489E-12 6.315E-12 8.278E-12
  582   35  21    6.124E-14 7.171E-14 8.015E-14 9.015E-14 1.017E-13 1.158E-13 1.323E-13 1.512E-13 1.724E-13 1.959E-13 2.219E-13 2.504E-13 4.284E-13 6.588E-13 1.220E-12 1.833E-12 2.441E-12 3.019E-12 3.560E-12 3.816E-12 4.062E-12 4.529E-12 4.963E-12 8.124E-12 9.870E-12
  583   35  22    1.039E-13 1.217E-13 1.361E-13 1.528E-13 1.717E-13 1.945E-13 2.208E-13 2.504E-13 2.831E-13 3.189E-13 3.578E-13 3.996E-13 6.491E-13 9.496E-13 1.618E-12 2.291E-12 2.923E-12 3.508E-12 4.050E-12 4.307E-12 4.557E-12 5.037E-12 5.496E-12 9.440E-12 1.217E-11
  584   35  23    1.968E-13 2.307E-13 2.583E-13 2.898E-13 3.244E-13 3.658E-13 4.130E-13 4.655E-13 5.229E-13 5.851E-13 6.520E-13 7.233E-13 1.137E-12 1.619E-12 2.652E-12 3.651E-12 4.557E-12 5.363E-12 6.079E-12 6.407E-12 6.718E-12 7.293E-12 7.815E-12 1.143E-11 1.336E-11
  585   35  24    3.098E-13 3.632E-13 4.071E-13 4.559E-13 5.085E-13 5.703E-13 6.397E-13 7.154E-13 7.967E-13 8.830E-13 9.741E-13 1.069E-12 1.593E-12 2.154E-12 3.255E-12 4.255E-12 5.156E-12 5.982E-12 6.753E-12 7.124E-12 7.486E-12 8.190E-12 8.871E-12 1.469E-11 1.841E-11
  586   35  25    5.863E-13 6.879E-13 7.716E-13 8.624E-13 9.568E-13 1.066E-12 1.187E-12 1.317E-12 1.455E-12 1.601E-12 1.753E-12 1.911E-12 2.757E-12 3.639E-12 5.308E-12 6.735E-12 7.919E-12 8.907E-12 9.743E-12 1.012E-11 1.046E-11 1.110E-11 1.167E-11 1.561E-11 1.776E-11
  587   35  26    8.628E-13 1.012E-12 1.136E-12 1.269E-12 1.405E-12 1.559E-12 1.726E-12 1.903E-12 2.087E-12 2.276E-12 2.470E-12 2.667E-12 3.663E-12 4.627E-12 6.350E-12 7.843E-12 9.195E-12 1.046E-11 1.167E-11 1.226E-11 1.284E-11 1.396E-11 1.504E-11 2.357E-11 2.825E-11
  588   35  27    1.611E-12 1.893E-12 2.127E-12 2.365E-12 2.594E-12 2.847E-12 3.116E-12 3.396E-12 3.683E-12 3.974E-12 4.268E-12 4.564E-12 6.018E-12 7.362E-12 9.594E-12 1.128E-11 1.258E-11 1.361E-11 1.446E-11 1.484E-11 1.519E-11 1.585E-11 1.644E-11 2.092E-11 2.351E-11
  589   35  28    2.341E-12 2.746E-12 3.091E-12 3.443E-12 3.778E-12 4.145E-12 4.531E-12 4.926E-12 5.324E-12 5.721E-12 6.115E-12 6.505E-12 8.362E-12 1.004E-11 1.294E-11 1.547E-11 1.777E-11 1.990E-11 2.190E-11 2.285E-11 2.376E-11 2.551E-11 2.713E-11 3.837E-11 4.338E-11
  590   35  29    4.027E-12 4.745E-12 5.342E-12 5.895E-12 6.367E-12 6.854E-12 7.345E-12 7.828E-12 8.299E-12 8.755E-12 9.195E-12 9.619E-12 1.150E-11 1.301E-11 1.523E-11 1.683E-11 1.810E-11 1.917E-11 2.014E-11 2.059E-11 2.102E-11 2.186E-11 2.265E-11 2.901E-11 3.266E-11
  591   35  30    6.711E-12 7.875E-12 8.892E-12 9.867E-12 1.071E-11 1.160E-11 1.250E-11 1.339E-11 1.427E-11 1.512E-11 1.595E-11 1.675E-11 2.040E-11 2.357E-11 2.895E-11 3.344E-11 3.730E-11 4.065E-11 4.358E-11 4.491E-11 4.615E-11 4.843E-11 5.044E-11 6.209E-11 6.562E-11
  592   35  31    9.033E-12 1.069E-11 1.207E-11 1.316E-11 1.392E-11 1.461E-11 1.523E-11 1.579E-11 1.629E-11 1.673E-11 1.713E-11 1.748E-11 1.884E-11 1.986E-11 2.169E-11 2.357E-11 2.552E-11 2.748E-11 2.938E-11 3.030E-11 3.120E-11 3.293E-11 3.457E-11 4.670E-11 5.301E-11
  593   35  32    2.213E-11 2.608E-11 2.956E-11 3.254E-11 3.474E-11 3.687E-11 3.894E-11 4.091E-11 4.279E-11 4.456E-11 4.623E-11 4.781E-11 5.459E-11 6.002E-11 6.836E-11 7.454E-11 7.929E-11 8.302E-11 8.597E-11 8.721E-11 8.833E-11 9.022E-11 9.175E-11 9.716E-11 9.540E-11
  594   35  33    2.152E-11 2.561E-11 2.902E-11 3.119E-11 3.219E-11 3.290E-11 3.344E-11 3.384E-11 3.415E-11 3.441E-11 3.464E-11 3.486E-11 3.627E-11 3.850E-11 4.475E-11 5.184E-11 5.879E-11 6.521E-11 7.099E-11 7.365E-11 7.615E-11 8.075E-11 8.486E-11 1.098E-10 1.197E-10
  595   35  34    9.135E-11 1.100E-10 1.258E-10 1.358E-10 1.402E-10 1.434E-10 1.461E-10 1.483E-10 1.502E-10 1.518E-10 1.531E-10 1.543E-10 1.581E-10 1.600E-10 1.614E-10 1.618E-10 1.618E-10 1.615E-10 1.610E-10 1.607E-10 1.603E-10 1.593E-10 1.581E-10 1.433E-10 1.295E-10
  596   36   1    1.163E-21 1.301E-21 1.418E-21 1.609E-21 1.891E-21 2.297E-21 2.855E-21 3.613E-21 4.640E-21 6.032E-21 7.915E-21 1.046E-20 4.327E-20 1.667E-19 1.639E-18 9.717E-18 3.921E-17 1.185E-16 2.876E-16 4.196E-16 5.901E-16 1.064E-15 1.737E-15 1.888E-14 4.143E-14
  597   36   2    5.172E-21 5.803E-21 6.332E-21 7.184E-21 8.437E-21 1.023E-20 1.268E-20 1.599E-20 2.046E-20 2.647E-20 3.456E-20 4.540E-20 1.817E-19 6.766E-19 6.268E-18 3.541E-17 1.375E-16 4.033E-16 9.561E-16 1.381E-15 1.926E-15 3.426E-15 5.533E-15 5.783E-14 1.258E-13
  598   36   3    1.605E-20 1.808E-20 1.976E-20 2.242E-20 2.629E-20 3.179E-20 3.928E-20 4.933E-20 6.277E-20 8.071E-20 1.046E-19 1.364E-19 5.220E-19 1.853E-18 1.573E-17 8.261E-17 3.021E-16 8.435E-16 1.923E-15 2.733E-15 3.757E-15 6.523E-15 1.034E-14 1.006E-13 2.150E-13
  599   36   4    4.610E-20 5.211E-20 5.705E-20 6.473E-20 7.578E-20 9.142E-20 1.126E-19 1.407E-19 1.781E-19 2.275E-19 2.928E-19 3.787E-19 1.385E-18 4.680E-18 3.623E-17 1.758E-16 6.007E-16 1.585E-15 3.450E-15 4.808E-15 6.492E-15 1.094E-14 1.694E-14 1.495E-13 3.121E-13
  600   36   5    1.261E-19 1.430E-19 1.569E-19 1.779E-19 2.080E-19 2.503E-19 3.072E-19 3.824E-19 4.813E-19 6.111E-19 7.809E-19 1.002E-18 3.504E-18 1.128E-17 7.976E-17 3.574E-16 1.142E-15 2.845E-15 5.904E-15 8.061E-15 1.069E-14 1.745E-14 2.632E-14 2.076E-13 4.205E-13
  601   36   6    3.319E-19 3.778E-19 4.149E-19 4.706E-19 5.493E-19 6.593E-19 8.063E-19 9.993E-19 1.251E-18 1.579E-18 2.004E-18 2.552E-18 8.538E-18 2.622E-17 1.695E-16 7.031E-16 2.102E-15 4.953E-15 9.808E-15 1.312E-14 1.708E-14 2.701E-14 3.969E-14 2.775E-13 5.440E-13
  602   36   7    8.449E-19 9.647E-19 1.061E-18 1.203E-18 1.402E-18 1.679E-18 2.046E-18 2.525E-18 3.145E-18 3.944E-18 4.971E-18 6.285E-18 2.013E-17 5.900E-17 3.493E-16 1.343E-15 3.765E-15 8.408E-15 1.593E-14 2.090E-14 2.673E-14 4.101E-14 5.874E-14 3.629E-13 6.844E-13
  603   36   8    2.090E-18 2.393E-18 2.636E-18 2.989E-18 3.478E-18 4.153E-18 5.044E-18 6.196E-18 7.677E-18 9.570E-18 1.198E-17 1.503E-17 4.613E-17 1.291E-16 7.008E-16 2.501E-15 6.585E-15 1.396E-14 2.533E-14 3.263E-14 4.102E-14 6.109E-14 8.536E-14 4.674E-13 8.510E-13
  604   36   9    5.028E-18 5.774E-18 6.369E-18 7.219E-18 8.387E-18 9.989E-18 1.209E-17 1.478E-17 1.822E-17 2.257E-17 2.807E-17 3.496E-17 1.028E-16 2.748E-16 1.369E-15 4.542E-15 1.126E-14 2.271E-14 3.956E-14 5.008E-14 6.199E-14 8.979E-14 1.225E-13 5.938E-13 1.036E-12
  605   36  10    1.181E-17 1.360E-17 1.502E-17 1.702E-17 1.974E-17 2.345E-17 2.827E-17 3.442E-17 4.220E-17 5.197E-17 6.417E-17 7.934E-17 2.237E-16 5.715E-16 2.616E-15 8.077E-15 1.886E-14 3.625E-14 6.071E-14 7.556E-14 9.209E-14 1.298E-13 1.732E-13 7.513E-13 1.269E-12
  606   36  11    2.704E-17 3.121E-17 3.452E-17 3.910E-17 4.527E-17 5.363E-17 6.443E-17 7.809E-17 9.520E-17 1.165E-16 1.429E-16 1.754E-16 4.740E-16 1.158E-15 4.873E-15 1.403E-14 3.095E-14 5.680E-14 9.167E-14 1.123E-13 1.349E-13 1.854E-13 2.420E-13 9.337E-13 1.508E-12
  607   36  12    6.063E-17 7.015E-17 7.768E-17 8.798E-17 1.017E-16 1.201E-16 1.438E-16 1.734E-16 2.103E-16 2.558E-16 3.117E-16 3.797E-16 9.842E-16 2.300E-15 8.913E-15 2.395E-14 4.997E-14 8.769E-14 1.365E-13 1.646E-13 1.949E-13 2.613E-13 3.341E-13 1.171E-12 1.843E-12
  608   36  13    1.326E-16 1.537E-16 1.704E-16 1.929E-16 2.225E-16 2.620E-16 3.124E-16 3.751E-16 4.523E-16 5.467E-16 6.614E-16 7.998E-16 1.988E-15 4.443E-15 1.587E-14 3.987E-14 7.885E-14 1.326E-13 1.994E-13 2.370E-13 2.769E-13 3.626E-13 4.543E-13 1.423E-12 2.142E-12
  609   36  14    2.848E-16 3.309E-16 3.673E-16 4.156E-16 4.785E-16 5.619E-16 6.674E-16 7.976E-16 9.565E-16 1.149E-15 1.381E-15 1.657E-15 3.952E-15 8.459E-15 2.790E-14 6.568E-14 1.233E-13 1.989E-13 2.894E-13 3.391E-13 3.911E-13 5.010E-13 6.165E-13 1.785E-12 2.635E-12
  610   36  15    5.952E-16 6.927E-16 7.696E-16 8.703E-16 9.998E-16 1.170E-15 1.384E-15 1.645E-15 1.962E-15 2.341E-15 2.793E-15 3.327E-15 7.604E-15 1.558E-14 4.744E-14 1.047E-13 1.869E-13 2.899E-13 4.085E-13 4.720E-13 5.376E-13 6.734E-13 8.127E-13 2.113E-12 3.000E-12
  611   36  16    1.229E-15 1.433E-15 1.594E-15 1.802E-15 2.065E-15 2.410E-15 2.839E-15 3.360E-15 3.983E-15 4.724E-15 5.597E-15 6.618E-15 1.452E-14 2.853E-14 8.054E-14 1.673E-13 2.847E-13 4.255E-13 5.820E-13 6.643E-13 7.484E-13 9.199E-13 1.094E-12 2.674E-12 3.729E-12
  612   36  17    2.453E-15 2.863E-15 3.187E-15 3.599E-15 4.116E-15 4.785E-15 5.610E-15 6.602E-15 7.778E-15 9.160E-15 1.077E-14 1.264E-14 2.656E-14 4.992E-14 1.302E-13 2.541E-13 4.122E-13 5.932E-13 7.872E-13 8.867E-13 9.869E-13 1.187E-12 1.386E-12 3.075E-12 4.184E-12
  613   36  18    4.887E-15 5.711E-15 6.365E-15 7.186E-15 8.201E-15 9.505E-15 1.110E-14 1.300E-14 1.522E-14 1.782E-14 2.081E-14 2.424E-14 4.897E-14 8.841E-14 2.149E-13 3.969E-13 6.174E-13 8.603E-13 1.114E-12 1.242E-12 1.370E-12 1.624E-12 1.873E-12 3.949E-12 5.235E-12
  614   36  19    9.280E-15 1.086E-14 1.211E-14 1.365E-14 1.553E-14 1.793E-14 2.082E-14 2.423E-14 2.819E-14 3.274E-14 3.794E-14 4.381E-14 8.462E-14 1.461E-13 3.280E-13 5.694E-13 8.449E-13 1.135E-12 1.426E-12 1.570E-12 1.712E-12 1.989E-12 2.255E-12 4.424E-12 5.870E-12
  615   36  20    1.795E-14 2.102E-14 2.347E-14 2.645E-14 3.003E-14 3.454E-14 3.995E-14 4.626E-14 5.352E-14 6.178E-14 7.110E-14 8.154E-14 1.517E-13 2.524E-13 5.327E-13 8.829E-13 1.265E-12 1.656E-12 2.041E-12 2.229E-12 2.413E-12 2.770E-12 3.111E-12 5.751E-12 7.283E-12
  616   36  21    3.223E-14 3.776E-14 4.219E-14 4.749E-14 5.372E-14 6.148E-14 7.068E-14 8.128E-14 9.331E-14 1.068E-13 1.219E-13 1.385E-13 2.455E-13 3.898E-13 7.593E-13 1.184E-12 1.619E-12 2.045E-12 2.450E-12 2.645E-12 2.834E-12 3.198E-12 3.543E-12 6.395E-12 8.370E-12
  617   36  22    6.109E-14 7.162E-14 8.011E-14 9.013E-14 1.017E-13 1.160E-13 1.328E-13 1.519E-13 1.734E-13 1.973E-13 2.236E-13 2.524E-13 4.324E-13 6.650E-13 1.232E-12 1.854E-12 2.473E-12 3.061E-12 3.611E-12 3.871E-12 4.122E-12 4.596E-12 5.038E-12 8.243E-12 1.000E-11
  618   36  23    1.027E-13 1.205E-13 1.349E-13 1.515E-13 1.703E-13 1.931E-13 2.195E-13 2.492E-13 2.820E-13 3.179E-13 3.569E-13 3.988E-13 6.485E-13 9.489E-13 1.619E-12 2.296E-12 2.935E-12 3.526E-12 4.075E-12 4.335E-12 4.588E-12 5.073E-12 5.536E-12 9.511E-12 1.226E-11
  619   36  24    1.932E-13 2.268E-13 2.541E-13 2.852E-13 3.196E-13 3.609E-13 4.082E-13 4.608E-13 5.185E-13 5.810E-13 6.481E-13 7.197E-13 1.135E-12 1.619E-12 2.659E-12 3.669E-12 4.588E-12 5.408E-12 6.136E-12 6.470E-12 6.786E-12 7.372E-12 7.904E-12 1.157E-11 1.352E-11
  620   36  25    3.018E-13 3.543E-13 3.972E-13 4.449E-13 4.965E-13 5.574E-13 6.259E-13 7.008E-13 7.813E-13 8.669E-13 9.571E-13 1.051E-12 1.569E-12 2.124E-12 3.217E-12 4.217E-12 5.121E-12 5.953E-12 6.731E-12 7.105E-12 7.471E-12 8.181E-12 8.869E-12 1.474E-11 1.849E-11
  621   36  26    5.692E-13 6.686E-13 7.504E-13 8.393E-13 9.324E-13 1.041E-12 1.161E-12 1.291E-12 1.430E-12 1.575E-12 1.728E-12 1.886E-12 2.735E-12 3.621E-12 5.305E-12 6.751E-12 7.956E-12 8.962E-12 9.815E-12 1.020E-11 1.055E-11 1.120E-11 1.178E-11 1.577E-11 1.793E-11
  622   36  27    8.293E-13 9.739E-13 1.094E-12 1.222E-12 1.353E-12 1.503E-12 1.666E-12 1.839E-12 2.019E-12 2.205E-12 2.395E-12 2.587E-12 3.564E-12 4.507E-12 6.201E-12 7.685E-12 9.042E-12 1.032E-11 1.155E-11 1.215E-11 1.273E-11 1.387E-11 1.496E-11 2.360E-11 2.833E-11
  623   36  28    1.556E-12 1.831E-12 2.058E-12 2.291E-12 2.517E-12 2.768E-12 3.037E-12 3.318E-12 3.607E-12 3.900E-12 4.197E-12 4.496E-12 5.970E-12 7.338E-12 9.621E-12 1.135E-11 1.267E-11 1.372E-11 1.458E-11 1.496E-11 1.532E-11 1.598E-11 1.657E-11 2.106E-11 2.363E-11
